lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
79,1,102.6,11,17,4,3,0,0,3,0
176,2,137.7,8,6,4,1,2,0,3,0
75,0,140.4,5,26,4,2,0,0,3,0
12,2,129.5,5,16,4,0,1,0,0,1
68,1,131.4,8,30,4,5,1,0,0,1
58,2,198.0,10,21,4,2,1,0,5,1
155,2,143.1,9,8,4,1,0,0,0,0
5,0,98.32,5,16,2,3,1,0,0,1
113,1,58.0,3,25,3,2,1,0,0,1
7,0,101.0,3,22,4,1,0,0,0,0
0,0,139.0,8,23,4,1,0,3,0,1
37,0,87.3,2,12,4,3,2,0,3,1
113,2,85.0,11,27,4,5,2,0,0,1
48,0,93.5,3,20,4,3,2,0,0,1
12,1,119.0,5,23,4,2,1,3,0,1
118,1,139.5,8,14,4,1,2,0,0,1
6,2,104.5,9,7,4,1,1,0,0,1
66,1,85.0,2,8,3,2,1,0,0,1
121,0,162.0,8,9,4,5,2,1,3,0
2,1,105.34,5,23,4,1,1,3,0,0
126,1,114.3,7,8,4,1,0,0,0,1
187,0,112.5,8,29,4,0,1,0,0,0
64,2,89.25,10,20,4,6,2,0,0,1
120,2,90.0,11,3,4,1,0,0,0,1
1,1,89.5,12,20,4,3,0,0,0,1
1,1,79.0,12,13,2,1,0,0,0,1
10,1,160.16,8,22,4,4,1,0,6,1
156,0,121.5,7,25,4,2,1,0,0,0
30,0,111.3,4,14,4,3,0,0,0,1
28,1,135.0,5,19,4,1,0,0,0,1
0,0,69.84,6,23,4,1,0,0,0,1
233,1,81.81,8,17,4,4,0,0,1,0
14,0,65.0,6,15,2,1,0,0,0,1
63,2,109.35,4,26,4,2,0,0,0,1
40,2,134.1,6,29,4,3,0,0,0,1
28,0,87.0,3,7,3,3,1,0,0,1
54,0,91.13,4,30,4,1,1,0,0,0
205,0,117.64,12,23,4,7,3,0,3,1
13,1,65.0,6,14,2,3,0,0,0,1
75,0,75.0,4,24,3,1,2,0,0,1
0,0,88.0,2,15,0,3,1,0,0,1
46,1,74.8,12,18,4,6,4,3,0,1
255,0,100.3,9,12,4,5,1,0,0,0
69,1,99.3,4,17,4,1,2,0,0,1
17,0,69.6,12,14,4,0,1,0,0,1
8,0,78.3,1,16,4,5,2,0,0,1
5,0,119.0,5,22,3,0,2,0,4,1
30,1,125.1,8,5,4,2,1,3,0,1
19,1,126.0,6,12,4,0,1,0,3,1
3,0,65.0,5,16,2,1,1,0,0,1
72,0,89.25,9,16,4,2,0,0,0,0
58,0,137.4,6,3,4,2,1,0,3,0
58,0,60.0,2,5,3,2,1,0,0,1
17,3,149.0,10,29,4,1,1,0,0,1
78,0,68.0,7,31,4,3,2,0,0,1
11,2,205.0,11,7,4,2,1,0,0,1
33,0,85.5,9,28,3,3,0,0,0,1
9,1,137.63,10,29,4,2,2,0,0,1
0,1,80.0,8,4,4,2,0,3,0,1
0,1,0.0,3,9,1,1,0,0,6,1
199,1,63.75,11,4,3,2,1,0,0,1
83,1,154.7,8,1,4,3,1,0,0,1
118,2,121.55,6,27,4,3,1,0,0,1
0,0,139.0,8,20,4,1,0,3,0,1
6,0,65.0,8,8,2,0,1,0,0,0
7,0,120.0,10,26,4,1,0,3,0,1
28,1,89.0,5,9,2,2,1,0,0,1
224,0,72.76,8,22,4,5,3,0,0,0
4,1,160.0,10,17,4,4,1,0,0,0
125,2,63.75,7,10,3,5,2,3,0,1
44,0,96.3,6,18,4,1,1,0,3,0
14,1,112.0,11,3,4,1,0,0,0,0
1,1,115.0,4,9,4,1,2,0,0,1
143,2,129.6,9,21,4,4,1,0,0,0
10,0,52.0,12,27,3,1,2,0,6,1
173,1,84.43,9,1,4,3,1,3,0,1
42,2,142.2,8,30,4,4,0,0,3,1
100,1,106.03,7,12,4,3,0,0,0,1
145,1,105.3,6,28,4,2,0,0,0,1
13,0,79.15,3,27,3,2,2,0,0,1
6,0,80.0,2,25,2,1,0,0,0,1
14,0,77.6,1,19,4,3,0,0,3,1
64,0,94.78,4,26,4,4,0,3,0,0
80,0,140.4,5,21,4,1,2,0,3,0
2,0,0.0,8,2,1,0,1,0,4,1
35,0,63.0,3,25,3,2,2,0,0,0
24,1,74.8,2,12,4,2,1,0,0,1
6,0,110.0,6,8,3,1,0,0,0,1
58,0,127.0,12,30,4,2,0,0,3,1
271,0,85.67,9,21,3,3,0,0,0,1
26,1,84.14,9,25,4,3,2,3,0,1
38,0,55.59,1,15,4,2,1,0,0,1
96,1,126.9,4,29,4,2,1,0,0,0
88,0,0.0,12,4,1,2,0,0,0,1
23,0,1.0,1,2,4,1,2,1,0,1
90,1,105.3,4,11,4,0,1,0,3,1
90,0,80.75,5,1,3,0,2,0,0,1
7,1,126.0,10,19,4,2,1,0,0,1
10,1,108.67,11,25,4,2,1,0,0,1
39,0,80.1,2,27,4,1,1,0,0,0
3,1,72.75,11,9,4,5,1,0,3,1
0,1,136.44,8,24,4,1,0,1,0,1
37,2,135.0,8,30,4,4,0,0,0,1
60,1,92.7,4,1,4,2,1,0,0,0
6,0,108.05,10,13,4,1,0,3,3,1
19,0,100.0,6,22,2,2,0,0,0,0
61,1,79.2,11,17,4,3,0,3,0,1
172,2,114.75,8,1,4,3,1,0,0,0
27,0,89.0,4,20,2,1,0,0,0,1
194,1,105.6,10,8,4,4,2,3,0,0
85,2,180.3,7,18,4,5,1,0,5,1
2,0,90.0,9,10,2,1,0,0,0,1
125,0,177.3,7,12,4,1,0,0,5,1
45,1,67.15,3,10,4,3,2,3,0,1
63,2,103.5,7,23,4,1,0,3,0,1
133,1,72.25,12,28,4,3,1,0,0,0
0,1,0.0,10,2,1,1,0,0,4,1
15,0,65.0,12,10,2,2,0,0,0,1
283,1,69.38,7,9,4,3,2,0,0,1
6,0,80.0,3,7,2,1,1,0,0,1
170,0,90.95,7,7,4,3,1,0,0,0
46,1,149.4,9,11,4,3,2,0,3,0
84,0,80.1,10,25,4,2,0,3,0,1
79,2,126.0,12,9,4,2,1,0,3,1
185,0,60.0,3,25,3,2,1,0,3,1
18,0,93.0,8,26,4,3,0,0,0,1
54,0,85.5,7,3,3,1,2,0,0,1
79,0,70.0,11,13,3,2,0,0,0,1
40,2,149.4,9,26,4,3,1,0,3,1
24,2,117.67,9,17,4,3,0,0,0,1
50,1,78.85,2,22,4,4,1,0,0,1
152,0,91.93,8,20,4,5,2,3,0,0
39,2,91.45,12,27,4,2,2,0,1,1
17,2,138.0,12,30,4,2,0,0,0,1
35,1,76.5,3,16,4,2,0,0,0,1
47,1,93.6,12,2,4,1,0,0,0,1
197,0,97.02,8,23,4,5,2,0,0,0
45,1,106.2,4,28,4,1,0,0,0,1
3,0,106.0,9,23,3,1,0,1,0,1
4,0,79.0,11,29,2,1,0,0,0,1
2,0,85.0,10,13,3,1,0,0,0,1
78,2,0.0,11,16,4,0,0,1,3,1
115,1,76.0,2,27,3,2,2,0,0,1
40,0,85.5,10,16,3,2,2,0,0,0
15,0,79.0,1,26,2,2,0,0,0,1
134,0,101.18,5,30,4,5,1,0,4,1
75,1,85.5,4,11,4,2,1,3,0,0
213,1,80.24,5,29,3,5,3,0,0,1
178,0,117.6,8,26,3,2,0,0,4,0
60,1,88.0,11,11,4,1,0,3,0,1
34,0,124.65,3,24,4,3,1,0,0,0
173,1,65.49,7,11,4,3,1,0,0,1
17,2,79.0,2,16,4,4,0,3,0,0
1,0,73.61,2,24,4,3,0,0,0,1
1,0,89.0,5,9,4,1,1,3,0,1
63,0,118.43,9,24,3,4,2,0,0,1
23,0,140.4,5,21,4,1,0,0,3,0
89,1,96.3,3,25,4,2,1,0,0,1
9,2,90.0,1,27,4,1,0,3,0,1
1,1,114.0,9,10,4,1,0,0,0,1
1,0,79.0,2,11,4,4,2,3,0,1
166,2,89.25,10,12,4,3,1,0,0,1
19,2,82.8,2,7,4,1,2,0,3,1
190,0,67.09,8,25,4,3,1,3,0,0
110,1,120.3,8,1,4,5,1,0,3,1
180,0,85.5,8,25,4,2,0,3,0,0
22,0,43.5,12,8,3,4,0,0,0,1
35,0,140.4,3,25,4,2,0,0,3,0
5,1,170.0,8,13,4,2,2,0,0,1
114,0,137.7,8,4,4,2,0,0,3,1
190,0,95.0,6,22,3,4,0,0,0,1
15,1,117.3,12,28,4,4,0,0,0,1
47,2,79.2,11,11,4,2,1,3,0,1
40,0,88.2,3,20,4,0,1,3,0,1
237,0,80.26,12,28,4,5,2,0,0,0
88,1,165.75,11,6,4,2,2,0,0,0
140,0,146.7,8,12,4,2,0,0,3,0
69,0,72.25,4,10,3,0,1,3,0,1
5,3,137.0,6,13,4,0,1,0,3,1
40,1,82.1,3,7,4,2,1,3,0,1
20,2,215.0,3,28,4,4,1,0,5,1
7,3,103.18,10,3,4,2,1,3,0,1
0,2,106.25,10,21,4,2,2,0,0,1
58,0,60.0,2,3,3,4,1,0,0,1
0,1,116.0,8,7,4,0,2,3,0,1
135,0,116.1,6,9,4,3,0,3,0,0
74,0,82.45,3,30,4,4,1,0,0,0
4,1,111.0,11,13,4,1,2,0,0,1
21,0,105.0,9,1,4,4,0,0,0,1
100,2,219.6,5,14,4,1,1,1,3,0
112,1,52.85,12,4,4,2,2,0,0,1
15,2,140.0,10,21,4,2,0,3,0,1
92,2,81.5,10,29,4,1,1,0,1,1
10,0,134.0,8,21,4,0,1,0,0,0
258,0,100.3,10,2,4,5,2,0,0,0
212,0,81.77,6,19,4,0,2,0,0,0
113,1,105.3,5,2,4,2,1,0,0,1
32,0,67.5,10,30,3,2,2,0,3,1
51,1,60.0,11,11,3,4,0,0,3,1
154,0,71.6,5,9,4,3,1,0,0,0
139,0,96.3,8,26,4,2,0,0,0,0
70,0,137.7,7,26,4,3,0,0,3,0
66,2,67.91,12,5,4,1,1,0,0,1
30,1,116.1,5,11,4,2,0,3,0,1
1,0,95.0,5,10,3,3,0,0,0,1
18,0,80.75,5,21,3,2,2,0,0,1
78,1,80.75,4,10,4,2,2,3,0,1
11,1,140.0,11,10,4,1,0,3,0,0
37,0,116.1,5,13,4,1,0,3,0,0
16,0,79.0,2,17,4,4,0,3,0,0
10,1,87.05,9,4,4,3,2,3,0,1
1,1,98.56,5,10,4,3,0,0,0,1
97,0,112.01,5,22,4,2,2,0,1,0
15,2,200.0,11,7,4,2,1,0,0,1
15,1,93.0,2,24,4,4,0,0,0,1
11,0,65.0,12,15,2,1,0,0,0,1
14,1,138.25,2,17,4,4,0,0,3,1
100,1,90.3,3,26,4,1,2,0,0,1
54,1,125.1,9,18,4,0,1,3,0,1
24,2,128.0,9,10,3,2,2,0,0,1
5,3,110.0,2,12,4,1,0,0,0,1
30,1,74.8,11,29,4,4,0,3,0,1
13,0,76.0,4,4,3,1,1,0,0,1
15,0,78.03,9,30,4,3,0,3,0,1
64,0,103.5,7,25,4,0,1,3,0,1
13,0,79.2,12,19,4,1,1,3,0,1
116,0,72.0,2,28,3,1,2,0,0,0
45,2,85.5,10,22,4,3,0,0,0,1
64,2,119.51,4,1,4,3,2,0,3,1
44,0,233.1,9,3,4,1,2,1,5,0
47,1,77.35,3,14,4,3,1,0,0,1
213,1,92.29,6,30,4,5,2,3,0,1
0,1,80.3,1,5,4,2,0,0,0,1
16,0,93.0,2,18,4,3,0,0,0,1
28,2,135.0,11,10,4,3,0,3,0,1
181,1,94.5,8,16,4,3,0,3,0,0
14,2,145.67,9,2,4,2,1,0,0,1
116,2,117.06,6,16,4,5,2,0,0,1
47,2,159.75,10,25,3,4,2,1,0,1
20,1,139.0,2,23,4,4,0,0,3,1
18,2,107.0,10,5,4,4,1,0,0,1
106,0,121.37,7,19,4,5,2,0,3,0
67,0,80.75,6,12,3,1,2,0,0,1
79,1,172.23,10,21,4,7,4,0,5,1
2,3,0.0,10,6,1,1,0,0,0,1
96,1,162.9,10,28,4,2,1,0,5,0
216,0,137.0,11,22,2,1,0,0,0,0
0,1,90.0,12,26,4,2,2,3,0,1
0,0,148.67,9,7,4,2,1,0,0,1
3,1,65.0,12,19,2,0,1,0,0,1
30,1,75.15,1,15,4,2,0,0,5,1
35,1,113.85,10,17,4,1,1,0,3,1
17,2,114.5,9,17,4,2,0,0,0,1
115,3,107.64,10,22,4,3,2,0,0,1
11,0,139.0,8,12,4,6,2,3,0,0
29,1,150.8,8,26,4,2,1,0,3,1
19,2,175.0,7,5,4,4,0,0,3,1
18,1,82.8,2,7,4,1,2,0,3,1
2,1,85.0,1,22,4,2,0,3,0,1
35,1,131.4,4,5,4,3,0,0,3,1
138,1,121.5,7,25,4,2,1,0,0,1
89,1,75.0,5,9,3,2,1,0,0,1
86,0,182.53,9,25,3,3,2,1,3,1
361,0,91.0,11,4,4,1,0,0,0,0
41,2,123.3,3,15,4,3,0,0,3,1
4,1,77.0,1,9,4,1,0,3,0,1
45,0,76.5,7,5,3,1,0,0,0,1
109,0,72.25,8,29,3,1,1,0,0,1
1,0,6.0,8,5,1,1,0,0,0,1
56,0,74.0,6,9,3,3,1,0,0,1
29,3,166.25,10,5,4,2,0,0,3,1
1,1,137.67,6,26,4,1,2,0,0,1
41,2,123.3,8,31,4,4,1,0,3,1
81,2,79.2,12,7,4,1,0,3,0,1
109,0,102.25,7,10,3,3,2,1,0,1
17,0,89.0,4,3,4,0,2,3,0,0
20,0,102.4,12,23,4,2,2,0,0,1
3,0,96.0,3,6,4,0,1,0,0,1
0,0,65.0,11,18,2,1,0,0,0,1
1,0,66.0,1,14,3,1,0,0,0,1
73,1,62.29,3,4,4,2,1,0,0,1
37,0,89.4,5,7,4,1,0,3,0,1
4,0,130.4,9,18,4,1,2,0,0,0
172,0,106.0,8,16,2,3,0,0,4,0
90,2,130.78,6,14,4,5,2,0,0,0
38,0,104.4,3,19,4,1,2,0,3,1
21,1,141.0,9,2,4,2,2,0,3,0
19,0,129.0,9,25,4,0,1,3,0,0
181,2,129.7,8,4,4,5,2,0,3,0
54,0,119.7,7,2,4,5,2,0,0,0
25,2,146.7,11,18,4,3,2,1,0,1
186,2,164.25,8,1,4,5,2,1,0,0
24,0,68.07,12,13,4,4,0,0,0,1
22,0,127.67,6,21,4,3,0,0,0,0
7,1,97.0,5,16,4,0,1,0,0,1
8,2,224.5,10,2,4,4,2,0,5,1
110,2,130.0,10,9,3,2,2,0,0,0
86,0,84.58,4,6,4,4,0,0,0,0
20,0,67.0,10,13,2,1,0,0,0,1
35,0,108.0,8,31,4,3,0,3,0,1
9,1,106.26,5,17,4,1,0,0,0,1
18,0,76.8,9,15,3,1,0,3,0,1
0,0,95.0,5,20,2,1,0,0,0,1
40,1,112.5,8,28,4,1,2,0,0,1
35,2,74.8,12,2,4,2,2,3,0,1
83,1,118.8,10,4,4,1,0,0,0,0
12,0,105.9,12,4,4,3,2,0,3,1
3,2,120.0,12,5,4,1,2,0,0,1
13,0,63.58,3,13,3,3,2,0,0,1
12,2,157.0,4,11,4,2,1,0,3,1
96,3,79.2,11,2,4,2,0,3,0,1
25,0,154.0,12,3,4,1,2,0,3,0
2,2,210.0,9,22,4,1,0,0,3,1
50,0,65.67,12,31,3,3,0,0,0,1
11,2,90.0,8,17,4,4,1,0,0,0
64,0,105.3,7,23,4,2,2,0,0,0
15,0,65.0,12,27,3,1,0,0,0,1
184,3,139.05,8,16,4,4,0,0,3,1
30,1,97.71,5,15,4,3,2,0,0,1
24,1,77.0,1,15,4,6,2,3,0,1
82,0,76.5,7,16,4,3,0,0,0,0
25,1,104.0,6,1,4,2,0,3,0,1
3,2,157.0,6,10,4,2,0,0,3,1
65,1,149.4,9,14,4,4,0,0,3,1
43,1,81.9,3,14,4,1,1,0,0,0
7,0,79.0,12,13,2,2,0,0,0,1
86,0,86.36,7,1,3,2,1,0,0,1
8,0,171.67,3,24,4,3,0,0,3,0
53,1,125.1,9,26,4,0,1,3,0,0
103,0,124.53,5,5,4,3,1,0,3,0
118,0,96.3,6,28,4,3,0,0,0,0
0,0,107.42,9,9,4,1,0,3,0,1
74,0,75.0,12,9,3,2,1,0,0,1
75,0,80.75,6,8,3,4,2,0,0,1
63,2,103.95,9,4,4,2,2,0,0,1
33,1,64.46,3,5,4,6,4,0,0,1
27,1,150.0,11,12,4,1,2,0,3,1
116,0,70.0,2,28,3,0,2,0,0,1
67,1,119.0,12,4,4,2,2,0,3,1
238,0,86.7,12,31,4,1,2,0,0,0
3,1,79.0,3,17,2,1,0,0,0,1
37,0,71.1,3,11,4,1,0,3,0,1
10,0,148.0,6,12,4,6,4,0,3,0
62,1,68.0,7,15,4,7,2,0,0,0
34,1,68.07,12,10,4,2,2,0,0,1
91,0,105.0,5,4,3,4,0,1,0,1
173,2,177.3,7,8,4,1,0,0,5,0
1,0,78.52,1,23,4,1,2,0,1,1
7,0,88.27,4,10,4,1,2,0,0,1
181,1,120.0,10,11,3,1,0,0,0,0
0,0,79.0,12,6,2,1,0,0,0,1
8,0,156.0,6,10,4,2,0,0,3,0
122,0,98.03,6,30,4,4,2,0,0,1
118,0,109.86,6,20,4,3,1,0,0,0
127,1,55.9,4,16,4,3,2,3,0,1
85,2,134.7,6,26,4,1,2,0,3,1
98,3,90.97,6,5,4,3,2,0,0,1
53,0,140.7,8,26,4,2,1,0,3,1
64,0,126.9,6,10,4,2,0,0,0,0
26,1,91.0,1,30,4,1,1,0,0,1
32,2,111.3,4,14,4,3,0,0,0,1
66,1,99.2,10,25,4,4,0,0,3,1
21,2,107.42,8,30,4,1,0,0,0,1
60,1,75.0,4,8,3,2,2,0,0,1
89,0,84.9,4,9,4,1,2,0,0,1
5,1,100.0,8,25,3,5,2,1,0,1
99,0,151.2,10,19,4,3,0,0,3,0
65,0,123.93,7,28,4,2,0,0,3,0
88,1,207.9,9,24,4,1,2,0,5,0
63,0,105.0,11,23,3,4,0,1,0,1
60,0,135.9,9,27,4,3,0,0,0,0
79,0,95.0,6,24,3,2,0,0,0,1
69,2,72.25,11,15,4,0,1,0,0,1
46,0,112.0,10,31,3,5,2,0,0,1
66,0,65.66,2,27,4,2,2,0,1,0
58,1,88.29,11,19,4,6,2,1,0,1
66,0,125.1,8,16,4,2,0,3,0,0
7,1,165.0,8,20,4,1,0,0,0,1
62,2,118.8,12,8,4,2,0,0,0,1
2,0,104.79,6,29,4,2,0,3,3,1
0,2,152.0,9,22,4,1,0,3,0,1
55,2,79.2,11,9,4,4,1,0,0,0
0,0,97.0,8,25,4,1,0,3,0,1
174,0,214.2,10,29,4,2,2,1,5,0
82,3,150.3,8,19,4,2,0,0,3,1
12,2,130.22,3,1,4,5,0,1,0,0
35,1,104.85,10,17,4,1,1,0,0,1
23,2,145.0,10,28,4,2,0,0,3,1
232,1,81.82,8,17,4,4,0,0,1,0
94,1,164.9,5,3,4,5,2,1,3,0
64,1,106.2,11,3,4,3,1,0,3,0
55,4,102.04,10,13,4,3,0,0,3,1
16,1,97.02,9,30,4,1,0,0,0,1
113,0,135.9,9,24,4,1,1,0,0,0
101,0,150.3,8,24,4,4,0,0,3,0
32,0,198.9,4,30,4,1,2,0,5,0
48,1,93.5,3,20,4,3,2,0,0,1
116,0,1.0,2,28,4,1,2,0,0,1
20,0,139.0,4,9,4,1,1,0,3,0
38,2,88.4,11,19,4,2,2,0,0,1
34,0,162.45,3,18,4,2,0,0,5,0
62,1,81.9,11,15,4,2,2,0,3,1
53,1,81.0,12,29,4,2,0,3,0,1
52,1,72.76,10,23,4,1,0,0,0,1
80,0,75.95,3,8,4,4,0,0,0,1
68,2,149.4,9,24,4,2,2,0,3,1
197,0,137.0,12,21,3,4,1,1,0,1
11,0,124.0,12,6,4,1,0,0,0,1
33,0,99.0,4,14,4,3,1,3,0,1
250,1,128.7,10,24,4,2,1,0,3,0
73,1,135.0,10,12,4,4,1,0,0,0
13,2,107.0,12,6,4,0,2,0,0,1
154,0,72.25,8,26,3,1,0,0,0,1
1,1,126.0,10,5,4,0,1,0,0,0
66,0,120.6,8,31,4,4,0,3,0,0
46,1,54.75,3,11,4,2,1,3,0,1
1,1,153.0,8,11,4,4,0,3,5,1
128,0,81.25,7,7,3,3,2,0,0,1
24,0,110.0,8,31,4,3,0,3,0,1
76,1,76.5,7,7,4,3,0,0,0,0
16,1,173.67,7,31,4,1,2,0,3,1
65,1,127.38,8,4,4,1,0,0,1,1
60,0,75.0,11,25,3,2,2,0,0,1
20,2,88.0,12,25,4,0,2,3,0,1
97,1,99.45,4,27,4,4,0,0,0,1
141,0,80.75,4,17,3,2,2,0,3,1
30,0,135.9,7,8,4,1,0,0,0,0
80,1,88.29,12,20,4,5,2,1,0,1
1,0,76.0,2,29,3,2,1,0,0,1
145,2,123.3,8,17,4,2,0,0,3,1
31,2,72.8,2,20,4,1,1,0,0,1
84,1,109.65,5,16,4,3,1,3,0,0
136,1,138.76,12,26,4,3,1,1,3,0
21,1,106.0,3,20,4,0,1,3,0,1
28,2,99.87,10,12,4,2,1,0,0,1
256,3,96.3,10,20,4,3,0,0,0,1
111,1,159.3,8,13,4,5,2,0,3,1
52,1,131.4,3,22,4,3,0,0,3,0
8,1,200.2,9,30,4,1,0,0,5,1
3,0,63.88,2,10,4,4,1,0,0,1
47,0,118.8,4,23,4,1,0,0,3,0
8,0,92.4,10,15,4,1,0,0,0,1
4,1,64.08,1,25,4,5,3,0,0,1
31,1,57.59,11,25,4,2,2,3,0,1
174,1,119.85,9,9,4,3,2,0,0,0
116,0,70.0,2,28,3,1,2,0,0,0
9,0,141.0,5,9,4,3,1,0,3,0
37,0,63.0,3,11,3,2,1,0,0,1
165,2,118.8,10,20,4,2,0,0,0,0
224,1,109.31,9,3,4,3,2,0,3,0
8,1,94.0,11,23,4,1,0,0,0,1
5,0,101.0,3,23,4,1,0,0,0,0
132,1,90.9,7,3,4,0,2,1,0,1
8,2,170.0,8,16,4,1,0,0,0,1
68,2,121.5,7,24,4,1,2,0,0,1
141,1,90.0,9,20,3,0,1,0,0,1
43,0,88.2,3,22,4,3,0,3,0,0
3,0,65.0,12,10,2,1,0,0,0,1
19,0,95.0,6,20,2,1,1,0,0,1
186,0,83.83,8,26,4,2,2,0,1,0
147,2,111.19,9,8,4,3,1,0,0,1
2,1,160.0,7,7,4,3,1,0,0,1
250,0,90.95,10,28,4,2,2,0,0,0
40,0,131.4,3,20,4,0,2,0,3,0
192,1,176.95,7,16,4,2,2,0,5,0
99,0,92.48,10,24,4,3,1,0,0,0
117,0,123.62,4,29,4,2,0,0,4,0
104,1,72.25,4,18,4,3,1,3,0,0
33,2,147.9,11,19,4,6,2,0,5,0
76,2,98.25,10,9,4,2,1,0,0,1
41,0,139.5,2,22,4,4,1,0,1,1
5,0,119.0,3,29,4,1,0,0,0,1
0,0,111.0,4,19,4,1,0,0,0,1
11,1,90.0,8,24,4,0,1,0,0,1
8,0,0.0,10,22,1,1,0,0,3,1
49,1,77.39,12,23,4,5,2,3,0,1
145,0,94.5,8,29,4,1,2,1,0,0
119,1,97.75,7,13,3,3,0,1,0,0
4,1,59.75,1,16,4,1,1,3,0,1
3,0,107.0,8,11,4,2,0,0,0,1
13,2,156.0,5,28,4,1,0,0,3,1
247,1,93.0,6,6,3,1,1,1,0,1
2,1,103.0,3,8,4,1,0,0,0,1
16,0,2.0,2,26,1,2,0,0,0,1
103,0,123.3,10,26,4,3,0,0,3,1
0,0,126.0,10,1,4,1,0,0,0,1
11,0,65.0,9,15,2,3,0,0,0,1
49,0,75.0,11,4,3,2,0,0,0,1
2,4,0.0,10,30,1,0,2,0,0,1
70,0,173.35,4,8,3,2,2,0,4,1
144,1,96.3,6,27,4,2,1,0,0,1
29,1,154.5,10,15,4,1,1,0,3,0
10,0,145.0,10,8,4,1,0,0,0,0
28,0,121.47,10,8,4,1,1,0,3,1
30,0,98.1,3,10,4,3,0,0,0,0
222,2,110.7,12,2,4,2,1,0,3,1
42,1,135.9,7,18,4,3,1,0,0,1
34,2,166.8,10,15,4,3,2,0,3,1
0,0,69.74,6,12,4,0,2,3,0,1
39,1,140.4,5,17,4,3,0,0,3,1
28,0,75.0,10,19,3,3,1,0,3,1
42,0,157.5,8,31,4,3,0,1,3,0
20,1,141.0,6,18,4,1,2,0,0,1
92,0,96.3,6,27,4,0,1,0,0,0
6,0,87.78,7,19,4,2,0,3,0,0
11,0,66.0,1,23,3,2,2,0,0,1
26,1,110.0,10,31,4,0,1,0,0,1
215,0,115.6,9,28,4,4,0,0,0,0
12,0,85.0,2,16,3,4,0,0,0,1
1,2,133.0,6,28,4,1,0,0,0,1
119,1,162.0,9,19,4,0,1,0,3,1
57,0,143.29,4,17,4,5,2,1,3,0
94,0,105.3,7,14,4,3,0,0,0,0
1,0,55.0,3,15,1,2,0,0,0,1
22,0,87.0,3,4,3,2,0,0,0,1
19,2,111.75,10,3,4,2,2,0,0,1
21,1,93.0,2,13,4,4,2,0,0,1
123,1,81.5,4,12,4,5,0,0,1,1
3,1,130.0,2,6,4,1,0,0,3,1
0,0,106.0,12,28,4,0,1,0,0,1
0,0,0.0,7,4,1,1,1,0,0,1
33,1,109.0,10,28,4,2,2,3,0,0
71,0,80.75,6,17,3,2,0,0,0,1
52,1,99.0,10,29,4,1,1,3,0,0
0,1,0.0,10,29,4,0,0,0,0,1
120,0,74.8,11,27,4,5,2,3,0,0
21,1,187.0,12,27,4,2,2,0,5,1
7,0,112.0,5,21,3,1,1,1,0,1
13,0,140.0,11,8,4,1,0,3,0,1
31,0,218.0,8,28,4,1,2,1,3,0
14,2,147.0,5,8,4,0,2,0,3,1
68,1,96.6,10,30,4,1,2,0,0,1
153,0,102.3,6,8,4,3,0,0,0,0
3,1,109.0,8,1,4,1,1,3,0,1
147,1,96.5,4,4,4,3,1,0,1,0
206,0,59.07,10,2,4,2,1,0,0,0
15,1,65.6,11,25,4,10,4,0,0,0
6,0,85.5,6,14,4,1,0,0,0,0
31,1,156.15,6,30,4,3,1,0,3,1
22,1,90.78,12,8,4,3,2,0,0,1
14,0,82.0,9,17,3,2,0,1,0,1
4,1,242.0,9,14,4,2,0,0,5,0
168,2,116.55,6,18,4,1,1,0,0,0
37,1,96.1,12,14,4,5,2,0,0,1
52,1,92.28,5,15,4,2,2,0,0,1
1,1,203.81,10,29,4,1,0,1,3,1
36,1,159.0,3,24,4,3,0,0,3,0
0,0,79.0,11,28,2,1,1,0,0,0
74,2,143.1,5,13,4,2,1,0,0,1
2,1,75.0,2,21,3,0,1,3,0,1
77,0,125.1,6,16,4,3,0,3,0,0
164,0,76.46,8,24,4,3,0,0,0,0
297,0,106.0,12,19,2,2,1,0,4,1
88,1,82.45,3,30,4,5,2,0,0,1
6,2,149.0,9,15,4,2,0,3,0,1
151,1,143.38,12,30,4,2,0,0,0,0
95,1,185.4,11,7,4,2,1,0,3,1
31,0,98.1,5,22,4,0,2,3,0,0
44,0,208.62,10,17,4,4,1,0,5,0
158,2,151.2,10,9,4,1,2,0,3,0
153,1,101.35,7,30,4,5,2,0,3,0
106,1,82.45,7,27,3,3,0,0,3,1
17,1,67.76,11,14,4,2,1,0,0,1
237,1,86.5,8,5,4,2,0,0,1,0
10,0,102.0,11,1,4,4,0,3,0,0
0,0,131.0,9,30,2,2,1,0,0,1
180,1,97.54,8,20,4,1,0,0,1,1
93,0,72.25,7,23,3,1,0,0,0,1
80,0,160.0,10,9,3,2,0,1,3,1
11,0,69.6,12,8,3,1,0,0,0,1
7,0,65.0,12,8,2,4,0,0,0,1
1,0,65.0,9,2,2,2,0,0,0,1
0,0,75.0,8,10,4,0,1,3,0,0
16,0,55.0,11,27,3,2,0,0,0,1
51,1,85.5,9,10,3,2,2,0,0,1
18,1,123.33,11,10,4,3,0,0,0,1
4,0,118.0,3,5,4,1,2,0,3,0
99,1,89.3,3,23,4,2,0,0,0,1
6,0,88.2,4,7,2,1,0,0,0,1
